subject,mean,std,variance,max,min,range,energy
S9,0.004142743220931329,2.3572783021740292e-05,5.556760993900474e-10,0.004218092697972344,0.004085236181985715,0.00013285651598662906,0.005492120662614999
S9,0.004142694535954731,9.872889430907678e-06,9.747394571492852e-11,0.004171012790612588,0.00412204932389665,4.8963466715938424e-05,0.005491844957495967
S9,0.0041415230768888905,2.3525074488834794e-05,5.534291297052256e-10,0.004186994808875737,0.004073798296231395,0.00011319651264434134,0.005488885384170535
S9,0.004142485073252822,2.90329750685842e-05,8.429136413330318e-10,0.0042095592609641165,0.0040766353208678986,0.00013292394009621795,0.005491528158644406
S9,0.004139906065847391,3.3274616184572794e-05,1.1072000822306336e-09,0.004203441046177522,0.0040208580044515455,0.0001825830417259769,0.005484777418919122
S9,0.0041445855337533585,3.6722693469084286e-05,1.3485562156243259e-09,0.004256068849526336,0.004060092866974574,0.00019597598255176145,0.005497260096900238
S9,0.004142788262686005,1.2045554927846786e-05,1.45095393519774e-10,0.004178405056627232,0.004112860626529607,6.55444300976249e-05,0.005492108699149581
S9,0.004143007291545975,1.5481925232381043e-05,2.3969000890103676e-10,0.004193112763446658,0.004102384541287858,9.072822215880003e-05,0.0054927197144998465
S9,0.0041417678514920776,1.0771565258820446e-05,1.1602661812502756e-10,0.0041831445919355646,0.004109783871485564,7.336072045000062e-05,0.005489394227926858
S9,0.004142069430900323,1.7276543706573523e-05,2.984789624451452e-10,0.004175925780020334,0.004079613939619623,9.631184040071166e-05,0.00549025204779564
S9,0.004138598987272242,3.771024765970882e-05,1.4220627785565745e-09,0.004210552883398078,0.003997837264280867,0.0002127156191172111,0.005481415564873402
S9,0.004145796406253052,2.9000508205335846e-05,8.410294761677518e-10,0.004280789011755029,0.0041131594825728895,0.00016762952918213982,0.005500310038904604
S9,0.004142845782623463,2.3029906966310634e-05,5.303766148769231e-10,0.004244798834823559,0.004057340771139365,0.0001874580636841948,0.0054923844976690825
S9,0.004142911905342342,2.0326292015629032e-05,4.131581471046246e-10,0.004187868642580239,0.004078471387659897,0.00010939725492034157,0.005492522308343814
S9,0.004141821636273938,1.6713832234459618e-05,2.7935218796166134e-10,0.004192215624143586,0.004109575659837941,8.263996430564469e-05,0.005489589062046361
S9,0.004141939806882135,1.0917588416628497e-05,1.1919373683490073e-10,0.0041743267183156005,0.004113850758853406,6.047595946219453e-05,0.005489851058422927
S9,0.004142191149271635,1.0683427896584897e-05,1.1413563162152841e-10,0.0041662070040420045,0.0041160317533279304,5.017525071407403e-05,0.005490515728875482
S9,0.0041424154779503355,1.0195609352494884e-05,1.0395045006868116e-10,0.004165507209256612,0.004116827216388195,4.867999286841708e-05,0.005491107181572025
S9,0.00414234741157002,8.296413855811486e-06,6.883048286690081e-11,0.0041669979793755715,0.004126585994480906,4.041198489466557e-05,0.005490915490759587
S9,0.004142377424492216,6.754478349976671e-06,4.5622977780303576e-11,0.004163492241833997,0.0041296076164552735,3.3884625378723283e-05,0.005490987631974575
S9,0.00414205220103558,7.341342222940971e-06,5.3895305634335873e-11,0.004164377197410395,0.004120086289304415,4.429090810597995e-05,0.005490128106050986
S9,0.004142232591155336,6.082260646253847e-06,3.6993894568968267e-11,0.0041601232082713,0.004125703475461746,3.44197328095543e-05,0.005490600906599685
S9,0.004142445434544219,7.916688410084534e-06,6.267395538236678e-11,0.004165217045671206,0.004129121846121503,3.609519954970303e-05,0.005491173392682121
S9,0.004142343160954879,5.581396995628506e-06,3.115199242281091e-11,0.004158475747206734,0.004130736609910007,2.7739137296726654e-05,0.005490892164832667
S9,0.004142464083418374,5.48315080486772e-06,3.006494274892153e-11,0.004159224007344024,0.004131183549032162,2.804045831186243e-05,0.0054912123991532735
